device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,28.075,15.997711015736765,17.325
flow_2,21.22555555555556,14.543085880640467,19.291166666666665
ALL_DEVICES,24.65027777777778,15.270398448188615,18.308083333333332
