device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,22.86555555555556,15.588195224719101,21.20576923076923
flow_2,21.289861111111108,15.665685172171466,16.69346153846154
ALL_DEVICES,22.077708333333334,15.626940198445283,18.949615384615385
