iteration,start_time,end_time,duration
1,2025-04-29T15:02:58.460800,2025-04-29T15:03:03.934344,5.47
2,2025-04-29T15:03:06.937580,2025-04-29T15:03:10.941922,4.0
3,2025-04-29T15:03:13.944975,2025-04-29T15:03:21.509936,7.56
4,2025-04-29T15:03:24.513124,2025-04-29T15:03:29.179382,4.67
5,2025-04-29T15:03:32.182584,2025-04-29T15:03:38.518113,6.34
6,2025-04-29T15:03:41.520647,2025-04-29T15:03:49.449932,7.93
7,2025-04-29T15:03:52.450241,2025-04-29T15:04:00.974024,8.52
8,2025-04-29T15:04:03.974241,2025-04-29T15:04:08.100126,4.13
9,2025-04-29T15:04:11.102294,2025-04-29T15:04:17.525665,6.42
10,2025-04-29T15:04:20.526299,2025-04-29T15:04:24.344133,3.82
11,2025-04-29T15:04:27.344307,2025-04-29T15:04:33.586829,6.24
12,2025-04-29T15:04:36.590000,2025-04-29T15:04:42.944469,6.35
13,2025-04-29T15:04:45.947334,2025-04-29T15:04:48.438099,2.49
14,2025-04-29T15:04:51.441283,2025-04-29T15:04:58.607464,7.17
15,2025-04-29T15:05:01.610243,2025-04-29T15:05:09.590300,7.98
16,2025-04-29T15:05:12.593048,2025-04-29T15:05:21.633430,9.04
17,2025-04-29T15:05:24.634242,2025-04-29T15:05:33.417918,8.78
18,2025-04-29T15:05:36.418237,2025-04-29T15:05:44.012157,7.59
19,2025-04-29T15:05:47.014268,2025-04-29T15:05:53.023776,6.01
20,2025-04-29T15:05:56.026248,2025-04-29T15:06:01.493557,5.47
