iteration,start_time,end_time,duration
1,2025-05-14T11:24:36.075725,2025-05-14T11:24:59.701967,23.63
2,2025-05-14T11:25:02.702364,2025-05-14T11:25:24.425196,21.72
3,2025-05-14T11:25:27.426253,2025-05-14T11:25:50.817613,23.39
4,2025-05-14T11:25:53.818987,2025-05-14T11:26:14.778996,20.96
5,2025-05-14T11:26:17.780545,2025-05-14T11:26:41.079153,23.3
6,2025-05-14T11:26:44.082343,2025-05-14T11:27:07.273334,23.19
7,2025-05-14T11:27:10.274618,2025-05-14T11:27:36.308122,26.03
8,2025-05-14T11:27:39.308345,2025-05-14T11:28:03.747298,24.44
9,2025-05-14T11:28:06.750361,2025-05-14T11:28:29.491147,22.74
10,2025-05-14T11:28:32.491339,2025-05-14T11:28:50.997776,18.51
11,2025-05-14T11:28:53.998223,2025-05-14T11:29:16.371257,22.37
12,2025-05-14T11:29:19.374315,2025-05-14T11:29:43.399020,24.02
13,2025-05-14T11:29:46.399263,2025-05-14T11:30:10.214902,23.82
14,2025-05-14T11:30:13.215673,2025-05-14T11:30:38.223058,25.01
15,2025-05-14T11:30:41.225246,2025-05-14T11:31:04.757366,23.53
16,2025-05-14T11:31:07.758272,2025-05-14T11:31:30.154979,22.4
17,2025-05-14T11:31:33.158255,2025-05-14T11:31:58.629795,25.47
18,2025-05-14T11:32:01.631027,2025-05-14T11:32:25.651098,24.02
19,2025-05-14T11:32:28.652506,2025-05-14T11:32:51.300447,22.65
20,2025-05-14T11:32:54.302944,2025-05-14T11:33:19.488248,25.19
