iteration,start_time,end_time,duration
1,2025-05-15T14:10:18.625426,2025-05-15T14:10:19.397564,0.77
2,2025-05-15T14:10:22.398259,2025-05-15T14:10:23.280366,0.88
3,2025-05-15T14:10:26.282239,2025-05-15T14:10:33.527897,7.25
4,2025-05-15T14:10:36.530263,2025-05-15T14:10:45.272453,8.74
5,2025-05-15T14:10:48.274619,2025-05-15T14:10:54.318867,6.04
6,2025-05-15T14:10:57.321548,2025-05-15T14:11:05.605772,8.28
7,2025-05-15T14:11:08.606218,2025-05-15T14:11:14.488123,5.88
8,2025-05-15T14:11:17.490258,2025-05-15T14:11:23.568351,6.08
9,2025-05-15T14:11:26.568592,2025-05-15T14:11:33.967808,7.4
10,2025-05-15T14:11:36.970280,2025-05-15T14:11:43.407644,6.44
11,2025-05-15T14:11:46.410767,2025-05-15T14:11:53.662333,7.25
12,2025-05-15T14:11:56.662573,2025-05-15T14:12:03.875794,7.21
13,2025-05-15T14:12:06.876002,2025-05-15T14:12:13.150595,6.27
14,2025-05-15T14:12:16.154226,2025-05-15T14:12:23.483204,7.33
15,2025-05-15T14:12:26.483388,2025-05-15T14:12:32.419168,5.94
16,2025-05-15T14:12:35.422202,2025-05-15T14:12:41.495092,6.07
17,2025-05-15T14:12:44.495245,2025-05-15T14:12:51.502709,7.01
18,2025-05-15T14:12:54.502901,2025-05-15T14:12:59.718714,5.22
19,2025-05-15T14:13:02.722074,2025-05-15T14:13:09.983921,7.26
20,2025-05-15T14:13:12.987015,2025-05-15T14:13:21.045360,8.06
