start_time,end_time,transfer,bandwidth
0.0,1.0,1.45 MBytes,12.2 Mbits/sec
1.0,2.0,2.09 MBytes,17.6 Mbits/sec
2.0,3.0,1.86 MBytes,15.6 Mbits/sec
3.0,4.0,1.49 MBytes,12.5 Mbits/sec
4.0,5.0,2.05 MBytes,17.2 Mbits/sec
5.0,6.0,2.80 MBytes,23.5 Mbits/sec
6.0,7.0,1.86 MBytes,15.6 Mbits/sec
7.0,8.0,1.30 MBytes,10.9 Mbits/sec
8.0,9.0,1.68 MBytes,14.1 Mbits/sec
9.0,10.0,1.30 MBytes,10.9 Mbits/sec
10.0,11.0,1.49 MBytes,12.5 Mbits/sec
11.0,11.38,764 KBytes,16.5 Mbits/sec
0.0,11.38,20.1 MBytes,14.8 Mbits/sec
0.0,11.42,19.7 MBytes,14.5 Mbits/sec
