iteration,start_time,end_time,duration
1,2025-04-29T16:26:58.719776,2025-04-29T16:27:03.228225,4.51
2,2025-04-29T16:27:08.230234,2025-04-29T16:27:18.219973,9.99
3,2025-04-29T16:27:23.222371,2025-04-29T16:27:33.237333,10.01
4,2025-04-29T16:27:38.242586,2025-04-29T16:27:49.260568,11.02
5,2025-04-29T16:27:54.262254,2025-04-29T16:28:02.987946,8.73
6,2025-04-29T16:28:07.988283,2025-04-29T16:28:18.592983,10.6
7,2025-04-29T16:28:23.593239,2025-04-29T16:28:26.533867,2.94
8,2025-04-29T16:28:31.534248,2025-04-29T16:28:40.132148,8.6
9,2025-04-29T16:28:45.134241,2025-04-29T16:28:58.146088,13.01
10,2025-04-29T16:29:03.147020,2025-04-29T16:29:11.473830,8.33
11,2025-04-29T16:29:16.474109,2025-04-29T16:29:28.322503,11.85
12,2025-04-29T16:29:33.326269,2025-04-29T16:29:41.046062,7.72
13,2025-04-29T16:29:46.050260,2025-04-29T16:30:01.567160,15.52
14,2025-04-29T16:30:06.570273,2025-04-29T16:30:17.446234,10.88
15,2025-04-29T16:30:22.451231,2025-04-29T16:30:27.984302,5.53
16,2025-04-29T16:30:32.986459,2025-04-29T16:30:36.673275,3.69
17,2025-04-29T16:30:41.678247,2025-04-29T16:30:55.235149,13.56
18,2025-04-29T16:31:00.238250,2025-04-29T16:31:12.143266,11.91
19,2025-04-29T16:31:17.143736,2025-04-29T16:31:23.313022,6.17
20,2025-04-29T16:31:28.318258,2025-04-29T16:31:43.189055,14.87
