start_time,end_time,transfer,bandwidth
0.0,1.0,1.42 MBytes,11.9 Mbits/sec
1.0,2.0,1.86 MBytes,15.6 Mbits/sec
2.0,3.0,2.05 MBytes,17.2 Mbits/sec
3.0,4.0,2.05 MBytes,17.2 Mbits/sec
4.0,5.0,1.86 MBytes,15.7 Mbits/sec
5.0,6.0,1.68 MBytes,14.1 Mbits/sec
6.0,7.0,1.68 MBytes,14.1 Mbits/sec
7.0,8.0,1.86 MBytes,15.6 Mbits/sec
8.0,9.0,2.42 MBytes,20.3 Mbits/sec
9.0,10.0,2.67 MBytes,22.4 Mbits/sec
10.0,10.11,509 KBytes,37.5 Mbits/sec
0.0,10.11,20.1 MBytes,16.6 Mbits/sec
0.0,10.14,19.5 MBytes,16.1 Mbits/sec
