start_time,end_time,transfer,bandwidth
0.0,1.0,608 KBytes,4.98 Mbits/sec
1.0,2.0,1.18 MBytes,9.91 Mbits/sec
2.0,3.0,2.61 MBytes,21.9 Mbits/sec
3.0,4.0,2.86 MBytes,24.0 Mbits/sec
4.0,5.0,2.98 MBytes,25.0 Mbits/sec
5.0,6.0,1.99 MBytes,16.7 Mbits/sec
6.0,7.0,1018 KBytes,8.34 Mbits/sec
7.0,8.0,1.49 MBytes,12.5 Mbits/sec
8.0,9.0,1.49 MBytes,12.5 Mbits/sec
9.0,10.0,1.49 MBytes,12.5 Mbits/sec
10.0,11.0,1.49 MBytes,12.5 Mbits/sec
11.0,11.32,1018 KBytes,26.1 Mbits/sec
0.0,11.32,20.2 MBytes,14.9 Mbits/sec
0.0,11.37,18.9 MBytes,14.0 Mbits/sec
