iteration,start_time,end_time,duration
1,2025-04-29T17:00:08.745192,2025-04-29T17:00:11.870814,3.13
2,2025-04-29T17:00:16.874177,2025-04-29T17:00:20.787031,3.91
3,2025-04-29T17:00:25.787898,2025-04-29T17:00:36.241784,10.45
4,2025-04-29T17:00:41.246894,2025-04-29T17:00:45.648291,4.4
5,2025-04-29T17:00:50.653638,2025-04-29T17:01:05.217595,14.56
6,2025-04-29T17:01:10.222695,2025-04-29T17:01:22.925369,12.7
7,2025-04-29T17:01:27.930230,2025-04-29T17:01:32.680364,4.75
8,2025-04-29T17:01:37.682272,2025-04-29T17:01:53.096046,15.41
9,2025-04-29T17:01:58.098248,2025-04-29T17:02:09.423299,11.33
10,2025-04-29T17:02:14.426258,2025-04-29T17:02:26.299639,11.87
11,2025-04-29T17:02:31.300391,2025-04-29T17:02:41.547592,10.25
12,2025-04-29T17:02:46.550254,2025-04-29T17:02:59.110128,12.56
13,2025-04-29T17:03:04.114244,2025-04-29T17:03:17.317308,13.2
14,2025-04-29T17:03:22.322375,2025-04-29T17:03:28.109657,5.79
15,2025-04-29T17:03:33.114258,2025-04-29T17:03:47.618155,14.5
16,2025-04-29T17:03:52.622236,2025-04-29T17:04:03.843706,11.22
17,2025-04-29T17:04:08.845331,2025-04-29T17:04:23.854609,15.01
18,2025-04-29T17:04:28.854811,2025-04-29T17:04:39.778123,10.92
19,2025-04-29T17:04:44.778717,2025-04-29T17:04:50.739612,5.96
20,2025-04-29T17:04:55.742254,2025-04-29T17:05:08.366217,12.62
