iteration,start_time,end_time,duration
1,2025-05-01T15:28:52.873594,2025-05-01T15:29:26.030726,33.16
2,2025-05-01T15:29:31.034301,2025-05-01T15:30:16.303770,45.27
3,2025-05-01T15:30:21.308898,2025-05-01T15:31:12.434157,51.13
4,2025-05-01T15:31:17.438229,2025-05-01T15:32:09.611807,52.17
5,2025-05-01T15:32:14.612236,2025-05-01T15:33:16.068181,61.46
6,2025-05-01T15:33:21.072082,2025-05-01T15:34:19.028634,57.96
7,2025-05-01T15:34:24.030304,2025-05-01T15:35:20.451675,56.42
8,2025-05-01T15:35:25.454283,2025-05-01T15:36:20.768137,55.31
9,2025-05-01T15:36:25.770242,2025-05-01T15:37:16.512291,50.74
10,2025-05-01T15:37:21.514268,2025-05-01T15:38:16.232666,54.72
11,2025-05-01T15:38:21.234266,2025-05-01T15:39:12.795010,51.56
12,2025-05-01T15:39:17.795156,2025-05-01T15:40:14.409596,56.61
13,2025-05-01T15:40:19.414253,2025-05-01T15:41:17.595136,58.18
14,2025-05-01T15:41:22.598243,2025-05-01T15:42:18.709018,56.11
15,2025-05-01T15:42:23.710254,2025-05-01T15:43:20.267397,56.56
16,2025-05-01T15:43:25.267632,2025-05-01T15:44:19.104773,53.84
17,2025-05-01T15:44:24.105084,2025-05-01T15:45:19.833089,55.73
18,2025-05-01T15:45:24.834257,2025-05-01T15:46:14.644776,49.81
19,2025-05-01T15:46:19.646366,2025-05-01T15:47:11.696559,52.05
20,2025-05-01T15:47:16.698247,2025-05-01T15:48:05.858149,49.16
