iteration,start_time,end_time,duration
1,2025-05-15T14:16:56.611271,2025-05-15T14:17:07.830888,11.22
2,2025-05-15T14:17:10.831087,2025-05-15T14:17:17.076396,6.25
3,2025-05-15T14:17:20.079605,2025-05-15T14:17:27.018080,6.94
4,2025-05-15T14:17:30.018252,2025-05-15T14:17:37.603706,7.59
5,2025-05-15T14:17:40.606247,2025-05-15T14:17:46.000651,5.39
6,2025-05-15T14:17:49.003907,2025-05-15T14:17:58.928375,9.92
7,2025-05-15T14:18:01.931472,2025-05-15T14:18:11.296247,9.36
8,2025-05-15T14:18:14.298241,2025-05-15T14:18:22.918974,8.62
9,2025-05-15T14:18:25.922159,2025-05-15T14:18:34.055917,8.13
10,2025-05-15T14:18:37.058246,2025-05-15T14:18:48.280861,11.22
11,2025-05-15T14:18:51.281431,2025-05-15T14:18:59.278643,8.0
12,2025-05-15T14:19:02.278788,2025-05-15T14:19:11.172301,8.89
13,2025-05-15T14:19:14.175700,2025-05-15T14:19:22.936717,8.76
14,2025-05-15T14:19:25.938240,2025-05-15T14:19:33.241388,7.3
15,2025-05-15T14:19:36.242253,2025-05-15T14:19:43.812864,7.57
16,2025-05-15T14:19:46.813071,2025-05-15T14:19:53.610609,6.8
17,2025-05-15T14:19:56.610778,2025-05-15T14:20:04.948781,8.34
18,2025-05-15T14:20:07.948929,2025-05-15T14:20:11.076190,3.13
19,2025-05-15T14:20:14.080557,2025-05-15T14:20:15.444064,1.36
20,2025-05-15T14:20:18.449259,2025-05-15T14:20:19.294986,0.85
