start_time,end_time,transfer,bandwidth
0.0,1.0,656 KBytes,5.37 Mbits/sec
1.0,2.0,764 KBytes,6.26 Mbits/sec
2.0,3.0,1018 KBytes,8.34 Mbits/sec
3.0,4.0,1.30 MBytes,10.9 Mbits/sec
4.0,5.0,1.49 MBytes,12.5 Mbits/sec
5.0,6.0,1.93 MBytes,16.2 Mbits/sec
6.0,7.0,2.49 MBytes,20.9 Mbits/sec
7.0,8.0,2.55 MBytes,21.4 Mbits/sec
8.0,9.0,2.24 MBytes,18.8 Mbits/sec
9.0,10.0,3.04 MBytes,25.5 Mbits/sec
10.0,10.93,2.61 MBytes,23.5 Mbits/sec
0.0,10.93,20.0 MBytes,15.4 Mbits/sec
0.0,11.01,19.1 MBytes,14.5 Mbits/sec
