start_time,end_time,transfer,bandwidth
0.0,1.0,1.51 MBytes,12.7 Mbits/sec
1.0,2.0,1.80 MBytes,15.1 Mbits/sec
2.0,3.0,1.12 MBytes,9.38 Mbits/sec
3.0,4.0,954 KBytes,7.82 Mbits/sec
4.0,5.0,954 KBytes,7.82 Mbits/sec
5.0,6.0,1.49 MBytes,12.5 Mbits/sec
6.0,7.0,1.49 MBytes,12.5 Mbits/sec
7.0,8.0,2.05 MBytes,17.2 Mbits/sec
8.0,9.0,2.05 MBytes,17.2 Mbits/sec
9.0,10.0,1.86 MBytes,15.6 Mbits/sec
10.0,11.0,2.17 MBytes,18.2 Mbits/sec
11.0,11.82,2.86 MBytes,29.3 Mbits/sec
0.0,11.82,20.3 MBytes,14.4 Mbits/sec
0.0,11.85,19.5 MBytes,13.8 Mbits/sec
