iteration,start_time,end_time,duration
1,2025-04-18T11:26:47.525732,2025-04-18T11:30:36.455895,228.93
2,2025-04-18T11:30:56.476027,2025-04-18T11:34:44.096361,227.62
3,2025-04-18T11:35:04.115823,2025-04-18T11:38:52.077462,227.96
4,2025-04-18T11:39:12.095775,2025-04-18T11:43:05.098455,233.0
