iteration,start_time,end_time,duration
1,2025-05-02T10:35:26.539885,2025-05-02T10:36:23.035225,56.5
2,2025-05-02T10:36:28.038269,2025-05-02T10:37:24.787205,56.75
3,2025-05-02T10:37:29.788784,2025-05-02T10:38:28.983661,59.19
4,2025-05-02T10:38:33.986626,2025-05-02T10:39:28.439095,54.45
5,2025-05-02T10:39:33.442244,2025-05-02T10:40:25.784600,52.34
6,2025-05-02T10:40:30.790477,2025-05-02T10:41:24.118362,53.33
7,2025-05-02T10:41:29.122222,2025-05-02T10:42:24.577156,55.45
8,2025-05-02T10:42:29.582283,2025-05-02T10:43:20.139270,50.56
9,2025-05-02T10:43:25.142434,2025-05-02T10:44:18.241875,53.1
10,2025-05-02T10:44:23.247314,2025-05-02T10:45:15.381073,52.13
11,2025-05-02T10:45:20.382347,2025-05-02T10:46:16.790300,56.41
12,2025-05-02T10:46:21.794252,2025-05-02T10:47:11.815220,50.02
13,2025-05-02T10:47:16.817516,2025-05-02T10:48:10.253173,53.44
14,2025-05-02T10:48:15.255263,2025-05-02T10:49:07.347035,52.09
15,2025-05-02T10:49:12.351557,2025-05-02T10:50:05.524455,53.17
16,2025-05-02T10:50:10.528852,2025-05-02T10:51:04.793688,54.26
17,2025-05-02T10:51:09.798251,2025-05-02T10:52:06.338960,56.54
18,2025-05-02T10:52:11.342235,2025-05-02T10:53:04.063648,52.72
19,2025-05-02T10:53:09.066314,2025-05-02T10:54:00.587603,51.52
20,2025-05-02T10:54:05.590357,2025-05-02T10:54:53.613211,48.02
