iteration,start_time,end_time,duration
1,2025-04-29T17:27:38.514653,2025-04-29T17:27:47.827737,9.31
2,2025-04-29T17:27:52.830267,2025-04-29T17:27:59.472911,6.64
3,2025-04-29T17:28:04.473160,2025-04-29T17:28:13.402933,8.93
4,2025-04-29T17:28:18.404375,2025-04-29T17:28:26.211597,7.81
5,2025-04-29T17:28:31.212020,2025-04-29T17:28:34.555965,3.34
6,2025-04-29T17:28:39.559368,2025-04-29T17:28:47.229576,7.67
7,2025-04-29T17:28:52.234254,2025-04-29T17:28:55.081606,2.85
8,2025-04-29T17:29:00.086244,2025-04-29T17:29:06.597690,6.51
9,2025-04-29T17:29:11.602250,2025-04-29T17:29:20.713981,9.11
10,2025-04-29T17:29:25.718241,2025-04-29T17:29:35.387610,9.67
11,2025-04-29T17:29:40.390263,2025-04-29T17:29:48.094188,7.7
12,2025-04-29T17:29:53.094472,2025-04-29T17:29:58.294335,5.2
13,2025-04-29T17:30:03.294552,2025-04-29T17:30:07.266514,3.97
14,2025-04-29T17:30:12.270280,2025-04-29T17:30:19.125073,6.85
15,2025-04-29T17:30:24.125277,2025-04-29T17:30:28.522487,4.4
16,2025-04-29T17:30:33.522714,2025-04-29T17:30:37.224539,3.7
17,2025-04-29T17:30:42.226259,2025-04-29T17:30:45.972816,3.75
18,2025-04-29T17:30:50.977542,2025-04-29T17:30:53.465784,2.49
19,2025-04-29T17:30:58.470250,2025-04-29T17:31:02.363209,3.89
20,2025-04-29T17:31:07.366253,2025-04-29T17:31:15.432372,8.07
