start_time,end_time,transfer,bandwidth
0.0,1.0,1.63 MBytes,13.7 Mbits/sec
1.0,2.0,1.62 MBytes,13.6 Mbits/sec
2.0,3.0,2.11 MBytes,17.7 Mbits/sec
3.0,4.0,2.36 MBytes,19.8 Mbits/sec
4.0,5.0,1.49 MBytes,12.5 Mbits/sec
5.0,6.0,1.49 MBytes,12.5 Mbits/sec
6.0,7.0,1.49 MBytes,12.5 Mbits/sec
7.0,8.0,2.05 MBytes,17.2 Mbits/sec
8.0,9.0,1.86 MBytes,15.6 Mbits/sec
9.0,10.0,1.49 MBytes,12.5 Mbits/sec
10.0,11.0,1.49 MBytes,12.5 Mbits/sec
11.0,11.52,954 KBytes,15.0 Mbits/sec
0.0,11.52,20.0 MBytes,14.6 Mbits/sec
0.0,11.54,19.6 MBytes,14.3 Mbits/sec
