start_time,end_time,transfer,bandwidth
0.0,1.0,479 KBytes,3.93 Mbits/sec
1.0,2.0,1.01 MBytes,8.46 Mbits/sec
2.0,3.0,891 KBytes,7.30 Mbits/sec
3.0,4.0,954 KBytes,7.82 Mbits/sec
4.0,5.0,764 KBytes,6.26 Mbits/sec
5.0,6.0,1.86 MBytes,15.6 Mbits/sec
6.0,7.0,1.68 MBytes,14.1 Mbits/sec
7.0,8.0,2.17 MBytes,18.2 Mbits/sec
8.0,9.0,2.49 MBytes,20.9 Mbits/sec
9.0,10.0,2.61 MBytes,21.9 Mbits/sec
10.0,11.0,2.17 MBytes,18.2 Mbits/sec
11.0,12.0,1.55 MBytes,13.0 Mbits/sec
12.0,12.85,1.55 MBytes,15.4 Mbits/sec
0.0,12.85,20.1 MBytes,13.1 Mbits/sec
0.0,12.91,19.4 MBytes,12.6 Mbits/sec
