iteration,start_time,end_time,duration
1,2025-04-29T17:20:40.665255,2025-04-29T17:20:48.299664,7.63
2,2025-04-29T17:20:53.302238,2025-04-29T17:21:08.171126,14.87
3,2025-04-29T17:21:13.174260,2025-04-29T17:21:27.093634,13.92
4,2025-04-29T17:21:32.093856,2025-04-29T17:21:44.453133,12.36
5,2025-04-29T17:21:49.458229,2025-04-29T17:21:57.197642,7.74
6,2025-04-29T17:22:02.202350,2025-04-29T17:22:14.538659,12.34
7,2025-04-29T17:22:19.538871,2025-04-29T17:22:29.950887,10.41
8,2025-04-29T17:22:34.951347,2025-04-29T17:22:45.123744,10.17
9,2025-04-29T17:22:50.128661,2025-04-29T17:22:56.901697,6.77
10,2025-04-29T17:23:01.906283,2025-04-29T17:23:14.404928,12.5
11,2025-04-29T17:23:19.406263,2025-04-29T17:23:30.583136,11.18
12,2025-04-29T17:23:35.585523,2025-04-29T17:23:42.788273,7.2
13,2025-04-29T17:23:47.792097,2025-04-29T17:23:58.601414,10.81
14,2025-04-29T17:24:03.602954,2025-04-29T17:24:17.129539,13.53
15,2025-04-29T17:24:22.134242,2025-04-29T17:24:33.172335,11.04
16,2025-04-29T17:24:38.177870,2025-04-29T17:24:52.773776,14.6
17,2025-04-29T17:24:57.778768,2025-04-29T17:25:09.863928,12.09
18,2025-04-29T17:25:14.866294,2025-04-29T17:25:21.153455,6.29
19,2025-04-29T17:25:26.158489,2025-04-29T17:25:38.351171,12.19
20,2025-04-29T17:25:43.351343,2025-04-29T17:25:50.858079,7.51
