start_time,end_time,transfer,bandwidth
0.0,1.0,245 KBytes,2.00 Mbits/sec
1.0,2.0,396 KBytes,3.24 Mbits/sec
2.0,3.0,636 KBytes,5.21 Mbits/sec
3.0,4.0,1.24 MBytes,10.4 Mbits/sec
4.0,5.0,2.49 MBytes,20.9 Mbits/sec
5.0,6.0,2.17 MBytes,18.2 Mbits/sec
6.0,7.0,2.17 MBytes,18.2 Mbits/sec
7.0,8.0,1.80 MBytes,15.1 Mbits/sec
8.0,9.0,2.17 MBytes,18.2 Mbits/sec
9.0,10.0,1.74 MBytes,14.6 Mbits/sec
10.0,11.0,1.30 MBytes,10.9 Mbits/sec
11.0,12.0,1.30 MBytes,10.9 Mbits/sec
12.0,13.0,1.30 MBytes,10.9 Mbits/sec
13.0,13.83,1.30 MBytes,13.2 Mbits/sec
0.0,13.83,20.3 MBytes,12.3 Mbits/sec
0.0,13.89,19.1 MBytes,11.6 Mbits/sec
