start_time,end_time,transfer,bandwidth
0.0,1.0,809 KBytes,6.63 Mbits/sec
1.0,2.0,1.55 MBytes,13.0 Mbits/sec
2.0,3.0,1.86 MBytes,15.6 Mbits/sec
3.0,4.0,1.55 MBytes,13.0 Mbits/sec
4.0,5.0,1.55 MBytes,13.0 Mbits/sec
5.0,6.0,1.86 MBytes,15.6 Mbits/sec
6.0,7.0,1.86 MBytes,15.6 Mbits/sec
7.0,8.0,1.55 MBytes,13.0 Mbits/sec
8.0,9.0,1.86 MBytes,15.6 Mbits/sec
9.0,10.0,1.86 MBytes,15.6 Mbits/sec
10.0,11.0,2.17 MBytes,18.2 Mbits/sec
11.0,11.83,1.55 MBytes,15.7 Mbits/sec
0.0,11.83,20.1 MBytes,14.2 Mbits/sec
0.0,11.88,19.3 MBytes,13.7 Mbits/sec
