start_time,end_time,transfer,bandwidth
0.0,1.0,356 KBytes,2.92 Mbits/sec
1.0,2.0,382 KBytes,3.13 Mbits/sec
2.0,3.0,1.06 MBytes,8.86 Mbits/sec
3.0,4.0,1.43 MBytes,12.0 Mbits/sec
4.0,5.0,1.99 MBytes,16.7 Mbits/sec
5.0,6.0,1.74 MBytes,14.6 Mbits/sec
6.0,7.0,1.74 MBytes,14.6 Mbits/sec
7.0,8.0,1.86 MBytes,15.6 Mbits/sec
8.0,9.0,1.86 MBytes,15.6 Mbits/sec
9.0,10.0,1.86 MBytes,15.6 Mbits/sec
10.0,11.0,1.86 MBytes,15.6 Mbits/sec
11.0,12.0,1.86 MBytes,15.6 Mbits/sec
12.0,13.0,1.55 MBytes,13.0 Mbits/sec
13.0,13.19,636 KBytes,27.1 Mbits/sec
0.0,13.19,20.2 MBytes,12.8 Mbits/sec
0.0,13.26,19.4 MBytes,12.3 Mbits/sec
