iteration,start_time,end_time,duration
1,2025-04-29T14:41:03.414558,2025-04-29T14:41:07.980179,4.57
2,2025-04-29T14:41:10.983287,2025-04-29T14:41:16.554021,5.57
3,2025-04-29T14:41:19.554232,2025-04-29T14:41:21.685412,2.13
4,2025-04-29T14:41:24.685553,2025-04-29T14:41:30.582197,5.9
5,2025-04-29T14:41:33.582449,2025-04-29T14:41:37.352968,3.77
6,2025-04-29T14:41:40.353189,2025-04-29T14:41:43.816360,3.46
7,2025-04-29T14:41:46.817178,2025-04-29T14:41:50.424154,3.61
8,2025-04-29T14:41:53.424332,2025-04-29T14:41:56.623801,3.2
9,2025-04-29T14:41:59.626239,2025-04-29T14:42:02.415488,2.79
10,2025-04-29T14:42:05.415682,2025-04-29T14:42:10.408275,4.99
11,2025-04-29T14:42:13.411337,2025-04-29T14:42:18.532178,5.12
12,2025-04-29T14:42:21.534974,2025-04-29T14:42:26.783495,5.25
13,2025-04-29T14:42:29.783700,2025-04-29T14:42:35.838711,6.06
14,2025-04-29T14:42:38.841912,2025-04-29T14:42:41.822645,2.98
15,2025-04-29T14:42:44.825890,2025-04-29T14:42:48.360244,3.53
16,2025-04-29T14:42:51.363552,2025-04-29T14:42:54.706435,3.34
17,2025-04-29T14:42:57.709781,2025-04-29T14:43:00.746988,3.04
18,2025-04-29T14:43:03.747166,2025-04-29T14:43:09.118034,5.37
19,2025-04-29T14:43:12.121080,2025-04-29T14:43:16.203644,4.08
20,2025-04-29T14:43:19.206253,2025-04-29T14:43:24.779178,5.57
