start_time,end_time,transfer,bandwidth
0.0,1.0,1.67 MBytes,14.0 Mbits/sec
1.0,2.0,1.93 MBytes,16.2 Mbits/sec
2.0,3.0,1.86 MBytes,15.6 Mbits/sec
3.0,4.0,2.11 MBytes,17.7 Mbits/sec
4.0,5.0,1.99 MBytes,16.7 Mbits/sec
5.0,6.0,1.99 MBytes,16.7 Mbits/sec
6.0,7.0,1.86 MBytes,15.6 Mbits/sec
7.0,8.0,1.93 MBytes,16.2 Mbits/sec
8.0,9.0,1.55 MBytes,13.0 Mbits/sec
9.0,10.0,1.24 MBytes,10.4 Mbits/sec
10.0,11.0,1.24 MBytes,10.4 Mbits/sec
11.0,11.57,636 KBytes,9.10 Mbits/sec
0.0,11.57,20.0 MBytes,14.5 Mbits/sec
0.0,11.61,19.3 MBytes,13.9 Mbits/sec
