start_time,end_time,transfer,bandwidth
0.0,1.0,898 KBytes,7.36 Mbits/sec
1.0,2.0,1.37 MBytes,11.5 Mbits/sec
2.0,3.0,1.74 MBytes,14.6 Mbits/sec
3.0,4.0,1.30 MBytes,11.0 Mbits/sec
4.0,5.0,1.49 MBytes,12.5 Mbits/sec
5.0,6.0,2.24 MBytes,18.8 Mbits/sec
6.0,7.0,2.24 MBytes,18.8 Mbits/sec
7.0,8.0,2.24 MBytes,18.8 Mbits/sec
8.0,9.0,2.24 MBytes,18.8 Mbits/sec
9.0,10.0,2.11 MBytes,17.7 Mbits/sec
10.0,10.85,2.24 MBytes,22.2 Mbits/sec
0.0,10.85,20.1 MBytes,15.5 Mbits/sec
0.0,10.9,19.6 MBytes,15.0 Mbits/sec
