iteration,start_time,end_time,duration
1,2025-05-14T10:49:03.822574,2025-05-14T10:49:47.520730,43.7
2,2025-05-14T10:49:52.520898,2025-05-14T10:50:35.906959,43.39
3,2025-05-14T10:50:40.910719,2025-05-14T10:51:24.775334,43.86
4,2025-05-14T10:51:29.778311,2025-05-14T10:52:15.219306,45.44
5,2025-05-14T10:52:20.222266,2025-05-14T10:53:04.555755,44.33
6,2025-05-14T10:53:09.558289,2025-05-14T10:53:53.031020,43.47
7,2025-05-14T10:53:58.034316,2025-05-14T10:54:41.024219,42.99
8,2025-05-14T10:54:46.025920,2025-05-14T10:55:31.787064,45.76
9,2025-05-14T10:55:36.788274,2025-05-14T10:56:20.355095,43.57
10,2025-05-14T10:56:25.358528,2025-05-14T10:57:09.611756,44.25
11,2025-05-14T10:57:14.613584,2025-05-14T10:57:58.547152,43.93
12,2025-05-14T10:58:03.550337,2025-05-14T10:58:44.723702,41.17
13,2025-05-14T10:58:49.728851,2025-05-14T10:59:34.203414,44.47
14,2025-05-14T10:59:39.206275,2025-05-14T11:00:26.463500,47.26
15,2025-05-14T11:00:31.466299,2025-05-14T11:01:17.797677,46.33
16,2025-05-14T11:01:22.802262,2025-05-14T11:02:06.470472,43.67
17,2025-05-14T11:02:11.474351,2025-05-14T11:02:59.522776,48.05
18,2025-05-14T11:03:04.523074,2025-05-14T11:03:52.528363,48.01
19,2025-05-14T11:03:57.530477,2025-05-14T11:04:45.062916,47.53
20,2025-05-14T11:04:50.066272,2025-05-14T11:05:42.914650,52.85
