iteration,start_time,end_time,duration
1,2025-04-29T15:37:39.629597,2025-04-29T15:37:45.521361,5.89
2,2025-04-29T15:37:48.522246,2025-04-29T15:37:54.993525,6.47
3,2025-04-29T15:37:57.996545,2025-04-29T15:38:04.615285,6.62
4,2025-04-29T15:38:07.616784,2025-04-29T15:38:13.889060,6.27
5,2025-04-29T15:38:16.889239,2025-04-29T15:38:22.655135,5.77
6,2025-04-29T15:38:25.655399,2025-04-29T15:38:30.687425,5.03
7,2025-04-29T15:38:33.687563,2025-04-29T15:38:37.773327,4.09
8,2025-04-29T15:38:40.774258,2025-04-29T15:38:44.244931,3.47
9,2025-04-29T15:38:47.245318,2025-04-29T15:38:51.895567,4.65
10,2025-04-29T15:38:54.898369,2025-04-29T15:39:00.899731,6.0
11,2025-04-29T15:39:03.902269,2025-04-29T15:39:11.878410,7.98
12,2025-04-29T15:39:14.881670,2025-04-29T15:39:18.700897,3.82
13,2025-04-29T15:39:21.702236,2025-04-29T15:39:25.273421,3.57
14,2025-04-29T15:39:28.274231,2025-04-29T15:39:34.950613,6.68
15,2025-04-29T15:39:37.954179,2025-04-29T15:39:45.646638,7.69
16,2025-04-29T15:39:48.650147,2025-04-29T15:39:51.198669,2.55
17,2025-04-29T15:39:54.201496,2025-04-29T15:39:59.900893,5.7
18,2025-04-29T15:40:02.902257,2025-04-29T15:40:09.725118,6.82
19,2025-04-29T15:40:12.726261,2025-04-29T15:40:16.762650,4.04
20,2025-04-29T15:40:19.765679,2025-04-29T15:40:27.363365,7.6
