iteration,start_time,end_time,duration
1,2025-05-15T14:16:56.817048,2025-05-15T14:17:08.140098,11.32
2,2025-05-15T14:17:11.142275,2025-05-15T14:17:16.125281,4.98
3,2025-05-15T14:17:19.128556,2025-05-15T14:17:25.942598,6.81
4,2025-05-15T14:17:28.942743,2025-05-15T14:17:36.335564,7.39
5,2025-05-15T14:17:39.335730,2025-05-15T14:17:46.422656,7.09
6,2025-05-15T14:17:49.426006,2025-05-15T14:17:58.074729,8.65
7,2025-05-15T14:18:01.077909,2025-05-15T14:18:09.228961,8.15
8,2025-05-15T14:18:12.230241,2025-05-15T14:18:20.890785,8.66
9,2025-05-15T14:18:23.894200,2025-05-15T14:18:32.299675,8.41
10,2025-05-15T14:18:35.302249,2025-05-15T14:18:45.400567,10.1
11,2025-05-15T14:18:48.402244,2025-05-15T14:18:53.875826,5.47
12,2025-05-15T14:18:56.876289,2025-05-15T14:19:05.905137,9.03
13,2025-05-15T14:19:08.908327,2025-05-15T14:19:14.491731,5.58
14,2025-05-15T14:19:17.494243,2025-05-15T14:19:24.944897,7.45
15,2025-05-15T14:19:27.948008,2025-05-15T14:19:34.450822,6.5
16,2025-05-15T14:19:37.453978,2025-05-15T14:19:44.550029,7.1
17,2025-05-15T14:19:47.550260,2025-05-15T14:19:53.696215,6.15
18,2025-05-15T14:19:56.696384,2025-05-15T14:20:05.013351,8.32
19,2025-05-15T14:20:08.013503,2025-05-15T14:20:11.077560,3.06
20,2025-05-15T14:20:14.080577,2025-05-15T14:20:15.490682,1.41
