iteration,start_time,end_time,duration
1,2025-05-14T11:59:57.803507,2025-05-14T12:00:07.929796,10.13
2,2025-05-14T12:00:12.934236,2025-05-14T12:00:20.682665,7.75
3,2025-05-14T12:00:25.686259,2025-05-14T12:00:35.364192,9.68
4,2025-05-14T12:00:40.366243,2025-05-14T12:00:48.747046,8.38
5,2025-05-14T12:00:53.750250,2025-05-14T12:01:04.089574,10.34
6,2025-05-14T12:01:09.094256,2025-05-14T12:01:15.225620,6.13
7,2025-05-14T12:01:20.230251,2025-05-14T12:01:27.065385,6.84
8,2025-05-14T12:01:32.070273,2025-05-14T12:01:39.459247,7.39
9,2025-05-14T12:01:44.459474,2025-05-14T12:01:54.247443,9.79
10,2025-05-14T12:01:59.250256,2025-05-14T12:02:08.122737,8.87
11,2025-05-14T12:02:13.126260,2025-05-14T12:02:23.064070,9.94
12,2025-05-14T12:02:28.064259,2025-05-14T12:02:35.012866,6.95
13,2025-05-14T12:02:40.013025,2025-05-14T12:02:47.827436,7.81
14,2025-05-14T12:02:52.830276,2025-05-14T12:03:01.665249,8.83
15,2025-05-14T12:03:06.668582,2025-05-14T12:03:14.892728,8.22
16,2025-05-14T12:03:19.894254,2025-05-14T12:03:35.473866,15.58
17,2025-05-14T12:03:40.479494,2025-05-14T12:03:55.572341,15.09
18,2025-05-14T12:04:00.575738,2025-05-14T12:04:12.224536,11.65
19,2025-05-14T12:04:17.226292,2025-05-14T12:04:24.141358,6.92
20,2025-05-14T12:04:29.146249,2025-05-14T12:04:36.134211,6.99
