iteration,start_time,end_time,duration
1,2025-04-29T17:14:03.388100,2025-04-29T17:14:07.846656,4.46
2,2025-04-29T17:14:12.847167,2025-04-29T17:14:23.525986,10.68
3,2025-04-29T17:14:28.530246,2025-04-29T17:14:41.088163,12.56
4,2025-04-29T17:14:46.090253,2025-04-29T17:14:52.338821,6.25
5,2025-04-29T17:14:57.344063,2025-04-29T17:15:13.779119,16.44
6,2025-04-29T17:15:18.784432,2025-04-29T17:15:25.226224,6.44
7,2025-04-29T17:15:30.230238,2025-04-29T17:15:35.973021,5.74
8,2025-04-29T17:15:40.974386,2025-04-29T17:15:55.794896,14.82
9,2025-04-29T17:16:00.798253,2025-04-29T17:16:05.914660,5.12
10,2025-04-29T17:16:10.918275,2025-04-29T17:16:19.193380,8.28
11,2025-04-29T17:16:24.198324,2025-04-29T17:16:31.622202,7.42
12,2025-04-29T17:16:36.626238,2025-04-29T17:16:50.827017,14.2
13,2025-04-29T17:16:55.832071,2025-04-29T17:17:09.635095,13.8
14,2025-04-29T17:17:14.638236,2025-04-29T17:17:21.971622,7.33
15,2025-04-29T17:17:26.974340,2025-04-29T17:17:42.291713,15.32
16,2025-04-29T17:17:47.295238,2025-04-29T17:18:00.736808,13.44
17,2025-04-29T17:18:05.738237,2025-04-29T17:18:19.254243,13.52
18,2025-04-29T17:18:24.258246,2025-04-29T17:18:32.763659,8.51
19,2025-04-29T17:18:37.768838,2025-04-29T17:18:47.748577,9.98
20,2025-04-29T17:18:52.753582,2025-04-29T17:18:59.180895,6.43
