start_time,end_time,transfer,bandwidth
0.0,1.0,922 KBytes,7.55 Mbits/sec
1.0,2.0,1.11 MBytes,9.29 Mbits/sec
2.0,3.0,1018 KBytes,8.34 Mbits/sec
3.0,4.0,764 KBytes,6.26 Mbits/sec
4.0,5.0,1.12 MBytes,9.38 Mbits/sec
5.0,6.0,2.17 MBytes,18.2 Mbits/sec
6.0,7.0,2.73 MBytes,22.9 Mbits/sec
7.0,8.0,1.74 MBytes,14.6 Mbits/sec
8.0,9.0,1.99 MBytes,16.7 Mbits/sec
9.0,10.0,1.49 MBytes,12.5 Mbits/sec
10.0,11.0,1.24 MBytes,10.4 Mbits/sec
11.0,12.0,1018 KBytes,8.34 Mbits/sec
12.0,13.0,764 KBytes,6.26 Mbits/sec
13.0,14.0,1.24 MBytes,10.4 Mbits/sec
14.0,14.52,1018 KBytes,16.0 Mbits/sec
0.0,14.52,20.2 MBytes,11.7 Mbits/sec
0.0,14.54,19.6 MBytes,11.3 Mbits/sec
