Time (in HH:MM:SS) ,Time (s), Queue Length
17:41:15, 0.0005116462707519531, 0
17:41:15, 0.006839752197265625, 0
17:41:15, 0.012801408767700195, 0
17:41:15, 0.018837451934814453, 0
17:41:15, 0.025040388107299805, 0
17:41:15, 0.03111577033996582, 0
17:41:15, 0.03717780113220215, 0
17:41:15, 0.04300665855407715, 0
17:41:15, 0.04869437217712402, 0
17:41:15, 0.05464339256286621, 0
17:41:15, 0.060489654541015625, 0
17:41:15, 0.06624746322631836, 0
17:41:15, 0.0721445083618164, 0
17:41:15, 0.07797360420227051, 0
17:41:15, 0.08404827117919922, 0
17:41:15, 0.08983564376831055, 0
17:41:15, 0.09641170501708984, 0
17:41:15, 0.10291171073913574, 0
17:41:15, 0.10861682891845703, 0
17:41:15, 0.11467313766479492, 0
17:41:15, 0.12079524993896484, 0
17:41:15, 0.12682533264160156, 0
17:41:15, 0.13293790817260742, 0
17:41:15, 0.139146089553833, 0
17:41:15, 0.14520668983459473, 0
17:41:15, 0.15123200416564941, 0
17:41:15, 0.1572251319885254, 0
17:41:15, 0.16425704956054688, 0
17:41:15, 0.17015910148620605, 0
17:41:15, 0.17651653289794922, 0
17:41:15, 0.18243193626403809, 0
17:41:15, 0.18815231323242188, 0
17:41:15, 0.19406723976135254, 0
17:41:15, 0.1998767852783203, 0
17:41:15, 0.20644474029541016, 0
17:41:15, 0.2122478485107422, 0
17:41:15, 0.21865367889404297, 0
17:41:15, 0.22508740425109863, 0
17:41:15, 0.23117876052856445, 0
17:41:15, 0.23747754096984863, 0
17:41:15, 0.2433767318725586, 0
17:41:15, 0.24938344955444336, 0
17:41:15, 0.256763219833374, 0
17:41:15, 0.26284170150756836, 0
17:41:15, 0.2685890197753906, 0
17:41:15, 0.2743358612060547, 0
17:41:15, 0.2800314426422119, 0
17:41:15, 0.2867443561553955, 0
17:41:15, 0.29307031631469727, 0
17:41:15, 0.3027205467224121, 0
17:41:15, 0.31023311614990234, 0
17:41:15, 0.3159801959991455, 0
17:41:15, 0.3218376636505127, 0
17:41:15, 0.32758235931396484, 0
17:41:15, 0.3336954116821289, 0
17:41:15, 0.33954834938049316, 0
17:41:15, 0.3469252586364746, 0
17:41:15, 0.35309672355651855, 0
17:41:15, 0.36044836044311523, 0
17:41:15, 0.3660929203033447, 0
17:41:15, 0.37186646461486816, 0
17:41:15, 0.37761783599853516, 0
17:41:15, 0.3833887577056885, 0
17:41:15, 0.38915324211120605, 0
17:41:15, 0.39491844177246094, 0
17:41:15, 0.4005427360534668, 0
17:41:15, 0.4064295291900635, 0
17:41:15, 0.412276029586792, 0
17:41:15, 0.4179115295410156, 0
17:41:15, 0.423842191696167, 0
17:41:15, 0.4304826259613037, 0
17:41:15, 0.43671274185180664, 0
17:41:15, 0.44256591796875, 0
17:41:15, 0.4485025405883789, 0
17:41:15, 0.46041202545166016, 0
17:41:15, 0.4675562381744385, 0
17:41:15, 0.47640180587768555, 0
17:41:15, 0.48412466049194336, 0
17:41:15, 0.49057674407958984, 0
17:41:15, 0.4977254867553711, 0
17:41:15, 0.5037415027618408, 0
17:41:15, 0.5093903541564941, 0
17:41:15, 0.5159990787506104, 0
17:41:15, 0.5221903324127197, 0
17:41:15, 0.5281305313110352, 0
17:41:15, 0.5344502925872803, 0
17:41:15, 0.5401051044464111, 0
17:41:15, 0.5458457469940186, 0
17:41:15, 0.5515880584716797, 0
17:41:15, 0.5576925277709961, 0
17:41:15, 0.5635709762573242, 0
17:41:15, 0.5692973136901855, 0
17:41:15, 0.5750899314880371, 0
17:41:15, 0.581585168838501, 0
17:41:15, 0.587383508682251, 0
17:41:15, 0.5932817459106445, 0
17:41:15, 0.5989029407501221, 0
17:41:15, 0.6047730445861816, 0
17:41:15, 0.6103653907775879, 0
17:41:15, 0.6161551475524902, 0
17:41:15, 0.622037410736084, 0
17:41:15, 0.6276631355285645, 0
17:41:15, 0.6341695785522461, 0
17:41:15, 0.639859676361084, 0
17:41:15, 0.6461014747619629, 0
17:41:15, 0.6516802310943604, 0
17:41:15, 0.6572461128234863, 0
17:41:15, 0.6628198623657227, 0
17:41:15, 0.6684808731079102, 0
17:41:15, 0.6739563941955566, 0
17:41:15, 0.6795532703399658, 0
17:41:15, 0.6851541996002197, 0
17:41:15, 0.690972089767456, 0
17:41:15, 0.6967318058013916, 0
17:41:15, 0.7024514675140381, 0
17:41:15, 0.7080559730529785, 0
17:41:15, 0.7139303684234619, 0
17:41:15, 0.7196877002716064, 0
17:41:15, 0.725395917892456, 0
17:41:15, 0.7312560081481934, 0
17:41:15, 0.737116813659668, 0
17:41:15, 0.7427947521209717, 0
17:41:15, 0.7485857009887695, 0
17:41:15, 0.7543864250183105, 0
17:41:15, 0.7600793838500977, 0
17:41:16, 0.7659473419189453, 0
17:41:16, 0.7716243267059326, 0
17:41:16, 0.7771608829498291, 0
17:41:16, 0.7832732200622559, 0
17:41:16, 0.7890369892120361, 0
17:41:16, 0.7957034111022949, 0
17:41:16, 0.8012747764587402, 0
17:41:16, 0.8068745136260986, 0
17:41:16, 0.8124895095825195, 0
17:41:16, 0.8182234764099121, 0
17:41:16, 0.8239705562591553, 0
17:41:16, 0.8299052715301514, 0
17:41:16, 0.8356022834777832, 0
17:41:16, 0.8412799835205078, 0
17:41:16, 0.8471167087554932, 0
17:41:16, 0.8527040481567383, 0
17:41:16, 0.858694314956665, 0
17:41:16, 0.864187479019165, 0
17:41:16, 0.8703429698944092, 0
17:41:16, 0.8761007785797119, 0
17:41:16, 0.8816452026367188, 0
17:41:16, 0.8878390789031982, 0
17:41:16, 0.8934693336486816, 0
17:41:16, 0.8989765644073486, 0
17:41:16, 0.9045231342315674, 0
17:41:16, 0.9100570678710938, 0
17:41:16, 0.9158222675323486, 0
17:41:16, 0.9220237731933594, 0
17:41:16, 0.9275450706481934, 0
17:41:16, 0.9331893920898438, 0
17:41:16, 0.9391489028930664, 0
17:41:16, 0.945063591003418, 0
17:41:16, 0.9506316184997559, 0
17:41:16, 0.9562926292419434, 0
17:41:16, 0.9619250297546387, 0
17:41:16, 0.9676213264465332, 0
17:41:16, 0.973534345626831, 0
17:41:16, 0.979041337966919, 0
17:41:16, 0.9849264621734619, 0
17:41:16, 0.9905366897583008, 0
17:41:16, 0.9961400032043457, 0
17:41:16, 1.0020811557769775, 0
17:41:16, 1.0080788135528564, 0
17:41:16, 1.0142388343811035, 0
17:41:16, 1.0199308395385742, 0
17:41:16, 1.0257563591003418, 0
17:41:16, 1.031580924987793, 0
17:41:16, 1.0377671718597412, 0
17:41:16, 1.0437791347503662, 0
17:41:16, 1.0493392944335938, 0
17:41:16, 1.0559663772583008, 7
17:41:16, 1.062150239944458, 0
17:41:16, 1.06846022605896, 6
17:41:16, 1.0815446376800537, 0
17:41:16, 1.0877711772918701, 6
17:41:16, 1.0936224460601807, 31
17:41:16, 1.099473237991333, 36
17:41:16, 1.1053764820098877, 0
17:41:16, 1.1115667819976807, 2
17:41:16, 1.119307518005371, 3
17:41:16, 1.1260111331939697, 72
17:41:16, 1.1319770812988281, 51
17:41:16, 1.1379897594451904, 59
17:41:16, 1.1439988613128662, 46
17:41:16, 1.1500811576843262, 69
17:41:16, 1.1582629680633545, 53
17:41:16, 1.164330005645752, 32
17:41:16, 1.1700263023376465, 13
17:41:16, 1.1756625175476074, 33
17:41:16, 1.182744026184082, 18
17:41:16, 1.1886017322540283, 30
17:41:16, 1.1943020820617676, 9
17:41:16, 1.2000250816345215, 1
17:41:16, 1.2060725688934326, 4
17:41:16, 1.2118704319000244, 1
17:41:16, 1.217764139175415, 1
17:41:16, 1.2239367961883545, 0
17:41:16, 1.2299377918243408, 4
17:41:16, 1.2361676692962646, 0
17:41:16, 1.242049217224121, 0
17:41:16, 1.2483115196228027, 0
17:41:16, 1.2543516159057617, 0
17:41:16, 1.261047124862671, 0
17:41:16, 1.2675137519836426, 0
17:41:16, 1.27362060546875, 0
17:41:16, 1.2795367240905762, 0
17:41:16, 1.2851924896240234, 3
17:41:16, 1.2913296222686768, 0
17:41:16, 1.2971429824829102, 0
17:41:16, 1.3030617237091064, 0
17:41:16, 1.3092279434204102, 4
17:41:16, 1.3149981498718262, 2
17:41:16, 1.322249174118042, 0
17:41:16, 1.3283672332763672, 3
