iteration,start_time,end_time,duration
1,2025-05-02T11:27:28.653018,2025-05-02T11:28:03.037317,34.38
2,2025-05-02T11:28:08.037628,2025-05-02T11:28:39.274276,31.24
3,2025-05-02T11:28:44.278262,2025-05-02T11:29:20.628386,36.35
4,2025-05-02T11:29:25.630274,2025-05-02T11:30:02.740088,37.11
5,2025-05-02T11:30:07.742262,2025-05-02T11:30:39.333081,31.59
6,2025-05-02T11:30:44.336787,2025-05-02T11:31:20.073210,35.74
7,2025-05-02T11:31:25.073843,2025-05-02T11:32:00.615611,35.54
8,2025-05-02T11:32:05.620545,2025-05-02T11:32:37.439879,31.82
9,2025-05-02T11:32:42.440210,2025-05-02T11:33:18.019937,35.58
10,2025-05-02T11:33:23.022382,2025-05-02T11:33:57.440205,34.42
11,2025-05-02T11:34:02.440889,2025-05-02T11:34:37.067191,34.63
12,2025-05-02T11:34:42.067358,2025-05-02T11:35:20.217600,38.15
13,2025-05-02T11:35:25.217763,2025-05-02T11:35:57.986806,32.77
14,2025-05-02T11:36:02.990240,2025-05-02T11:36:35.409569,32.42
15,2025-05-02T11:36:40.414244,2025-05-02T11:37:16.993407,36.58
16,2025-05-02T11:37:21.998789,2025-05-02T11:37:56.916391,34.92
17,2025-05-02T11:38:01.918278,2025-05-02T11:38:35.500616,33.58
18,2025-05-02T11:38:40.502377,2025-05-02T11:39:16.588613,36.09
19,2025-05-02T11:39:21.590277,2025-05-02T11:39:56.997358,35.41
20,2025-05-02T11:40:02.002284,2025-05-02T11:40:32.581875,30.58
