iteration,start_time,end_time,duration
1,2025-04-29T17:06:51.781480,2025-04-29T17:07:02.926114,11.14
2,2025-04-29T17:07:07.930246,2025-04-29T17:07:21.016968,13.09
3,2025-04-29T17:07:26.018630,2025-04-29T17:07:31.171721,5.15
4,2025-04-29T17:07:36.174250,2025-04-29T17:07:48.219010,12.04
5,2025-04-29T17:07:53.220503,2025-04-29T17:08:06.810744,13.59
6,2025-04-29T17:08:11.814252,2025-04-29T17:08:25.820549,14.01
7,2025-04-29T17:08:30.822252,2025-04-29T17:08:45.704453,14.88
8,2025-04-29T17:08:50.706255,2025-04-29T17:08:57.718824,7.01
9,2025-04-29T17:09:02.722281,2025-04-29T17:09:18.438443,15.72
10,2025-04-29T17:09:23.439765,2025-04-29T17:09:37.353758,13.91
11,2025-04-29T17:09:42.353934,2025-04-29T17:09:54.440474,12.09
12,2025-04-29T17:09:59.440613,2025-04-29T17:10:09.917025,10.48
13,2025-04-29T17:10:14.919812,2025-04-29T17:10:28.520037,13.6
14,2025-04-29T17:10:33.520191,2025-04-29T17:10:48.564979,15.04
15,2025-04-29T17:10:53.566279,2025-04-29T17:11:10.152831,16.59
16,2025-04-29T17:11:15.157083,2025-04-29T17:11:20.523820,5.37
17,2025-04-29T17:11:25.527597,2025-04-29T17:11:41.068073,15.54
18,2025-04-29T17:11:46.068323,2025-04-29T17:11:55.193713,9.13
19,2025-04-29T17:12:00.193859,2025-04-29T17:12:14.128019,13.93
20,2025-04-29T17:12:19.133474,2025-04-29T17:12:23.588828,4.46
