iteration,start_time,end_time,duration
1,2025-05-01T11:10:30.918190,2025-05-01T11:10:48.509807,17.59
2,2025-05-01T11:10:51.510240,2025-05-01T11:11:14.941241,23.43
3,2025-05-01T11:11:17.941389,2025-05-01T11:11:36.418388,18.48
4,2025-05-01T11:11:39.421656,2025-05-01T11:12:06.613647,27.19
5,2025-05-01T11:12:09.614813,2025-05-01T11:12:38.077586,28.46
6,2025-05-01T11:12:41.078298,2025-05-01T11:13:08.320606,27.24
7,2025-05-01T11:13:11.320840,2025-05-01T11:13:39.743579,28.42
8,2025-05-01T11:13:42.745767,2025-05-01T11:14:09.509369,26.76
9,2025-05-01T11:14:12.510461,2025-05-01T11:14:38.256234,25.75
10,2025-05-01T11:14:41.258275,2025-05-01T11:15:05.840442,24.58
11,2025-05-01T11:15:08.842248,2025-05-01T11:15:33.703296,24.86
12,2025-05-01T11:15:36.706239,2025-05-01T11:15:59.711841,23.01
13,2025-05-01T11:16:02.714536,2025-05-01T11:16:24.930410,22.22
14,2025-05-01T11:16:27.930598,2025-05-01T11:16:54.946996,27.02
15,2025-05-01T11:16:57.950401,2025-05-01T11:17:23.664770,25.71
16,2025-05-01T11:17:26.666339,2025-05-01T11:17:49.881382,23.22
17,2025-05-01T11:17:52.885054,2025-05-01T11:18:21.568459,28.68
18,2025-05-01T11:18:24.569431,2025-05-01T11:18:50.379019,25.81
19,2025-05-01T11:18:53.381968,2025-05-01T11:19:23.416045,30.03
20,2025-05-01T11:19:26.418265,2025-05-01T11:19:53.003828,26.59
