iteration,start_time,end_time,duration
1,2025-04-29T14:28:38.175918,2025-04-29T14:28:39.943140,1.77
2,2025-04-29T14:28:42.943349,2025-04-29T14:28:44.300379,1.36
3,2025-04-29T14:28:47.302236,2025-04-29T14:28:49.494729,2.19
4,2025-04-29T14:28:52.494977,2025-04-29T14:28:54.294770,1.8
5,2025-04-29T14:28:57.295089,2025-04-29T14:28:58.689060,1.39
6,2025-04-29T14:29:01.689477,2025-04-29T14:29:03.245060,1.56
7,2025-04-29T14:29:06.247366,2025-04-29T14:29:08.415640,2.17
8,2025-04-29T14:29:11.415961,2025-04-29T14:29:13.983612,2.57
9,2025-04-29T14:29:16.986276,2025-04-29T14:29:20.557704,3.57
10,2025-04-29T14:29:23.557861,2025-04-29T14:29:28.849224,5.29
11,2025-04-29T14:29:31.849354,2025-04-29T14:29:41.264542,9.42
12,2025-04-29T14:29:44.266941,2025-04-29T14:29:49.698358,5.43
13,2025-04-29T14:29:52.698495,2025-04-29T14:29:59.877192,7.18
14,2025-04-29T14:30:02.878273,2025-04-29T14:30:08.663850,5.79
15,2025-04-29T14:30:11.666249,2025-04-29T14:30:14.941050,3.27
16,2025-04-29T14:30:17.942257,2025-04-29T14:30:23.186556,5.24
17,2025-04-29T14:30:26.189607,2025-04-29T14:30:31.571376,5.38
18,2025-04-29T14:30:34.573047,2025-04-29T14:30:38.019277,3.45
19,2025-04-29T14:30:41.021301,2025-04-29T14:30:44.555370,3.53
20,2025-04-29T14:30:47.558237,2025-04-29T14:30:55.298706,7.74
