start_time,end_time,transfer,bandwidth
0.0,1.0,1.10 MBytes,9.18 Mbits/sec
1.0,2.0,1.37 MBytes,11.5 Mbits/sec
2.0,3.0,1.37 MBytes,11.5 Mbits/sec
3.0,4.0,1.62 MBytes,13.6 Mbits/sec
4.0,5.0,1.80 MBytes,15.1 Mbits/sec
5.0,6.0,1.68 MBytes,14.1 Mbits/sec
6.0,7.0,1.68 MBytes,14.1 Mbits/sec
7.0,8.0,1.74 MBytes,14.6 Mbits/sec
8.0,9.0,1.74 MBytes,14.6 Mbits/sec
9.0,10.0,1.86 MBytes,15.6 Mbits/sec
10.0,11.0,1.86 MBytes,15.6 Mbits/sec
11.0,11.96,2.49 MBytes,21.8 Mbits/sec
0.0,11.96,20.3 MBytes,14.2 Mbits/sec
0.0,12.0,19.4 MBytes,13.5 Mbits/sec
