iteration,start_time,end_time,duration
1,2025-05-15T14:58:37.672431,2025-05-15T14:58:44.340259,6.67
2,2025-05-15T14:58:47.342271,2025-05-15T14:58:52.829939,5.49
3,2025-05-15T14:58:55.831221,2025-05-15T14:59:02.238085,6.41
4,2025-05-15T14:59:05.238383,2025-05-15T14:59:11.828124,6.59
5,2025-05-15T14:59:14.830283,2025-05-15T14:59:21.609176,6.78
6,2025-05-15T14:59:24.609315,2025-05-15T14:59:29.149592,4.54
7,2025-05-15T14:59:32.150216,2025-05-15T14:59:37.847368,5.7
8,2025-05-15T14:59:40.850338,2025-05-15T14:59:46.402227,5.55
9,2025-05-15T14:59:49.405533,2025-05-15T14:59:55.458869,6.05
10,2025-05-15T14:59:58.462139,2025-05-15T15:00:04.109519,5.65
11,2025-05-15T15:00:07.110638,2025-05-15T15:00:14.014544,6.9
12,2025-05-15T15:00:17.015441,2025-05-15T15:00:22.885322,5.87
13,2025-05-15T15:00:25.885755,2025-05-15T15:00:32.127785,6.24
14,2025-05-15T15:00:35.128035,2025-05-15T15:00:40.952554,5.82
15,2025-05-15T15:00:43.954277,2025-05-15T15:00:51.609462,7.66
16,2025-05-15T15:00:54.612511,2025-05-15T15:01:01.211301,6.6
17,2025-05-15T15:01:04.214479,2025-05-15T15:01:11.240845,7.03
18,2025-05-15T15:01:14.240992,2025-05-15T15:01:19.974236,5.73
19,2025-05-15T15:01:22.977607,2025-05-15T15:01:29.148662,6.17
20,2025-05-15T15:01:32.150234,2025-05-15T15:01:38.388608,6.24
