iteration,start_time,end_time,duration
1,2025-05-14T11:43:16.629741,2025-05-14T11:43:18.878927,2.25
2,2025-05-14T11:43:21.882275,2025-05-14T11:43:23.325240,1.44
3,2025-05-14T11:43:26.326139,2025-05-14T11:43:28.156023,1.83
4,2025-05-14T11:43:31.159172,2025-05-14T11:43:36.962273,5.8
5,2025-05-14T11:43:39.962455,2025-05-14T11:43:42.618006,2.66
6,2025-05-14T11:43:45.618239,2025-05-14T11:43:51.209221,5.59
7,2025-05-14T11:43:54.210239,2025-05-14T11:43:56.025370,1.82
8,2025-05-14T11:43:59.026790,2025-05-14T11:44:03.652336,4.63
9,2025-05-14T11:44:06.653024,2025-05-14T11:44:10.593245,3.94
10,2025-05-14T11:44:13.594243,2025-05-14T11:44:15.457198,1.86
11,2025-05-14T11:44:18.458252,2025-05-14T11:44:21.017453,2.56
12,2025-05-14T11:44:24.017758,2025-05-14T11:44:28.962327,4.94
13,2025-05-14T11:44:31.966239,2025-05-14T11:44:36.251781,4.29
14,2025-05-14T11:44:39.251998,2025-05-14T11:44:41.750968,2.5
15,2025-05-14T11:44:44.754233,2025-05-14T11:44:47.898835,3.14
16,2025-05-14T11:44:50.899103,2025-05-14T11:44:56.416534,5.52
17,2025-05-14T11:44:59.418250,2025-05-14T11:45:05.932703,6.51
18,2025-05-14T11:45:08.934817,2025-05-14T11:45:12.054697,3.12
19,2025-05-14T11:45:15.054850,2025-05-14T11:45:19.312151,4.26
20,2025-05-14T11:45:22.312327,2025-05-14T11:45:24.766142,2.45
