config,start_queue_length,max_queue_length,avg_queue_length
NON_PCN,2.0,47.5,4.771369809276042
PCN,1.0,44.0,4.517094062741949
PCN_MIN,1.0,50.76500000000033,4.77487315799107
PCN_FIN_MIN,1.0,37.600000000000364,3.963734445515287
PCN_HARMONIC,3.0,64.0649999999996,5.729602326662434
PCN_FIN_HARMONIC,1.5,50.0,4.9527733599230075
