iteration,start_time,end_time,duration
1,2025-05-01T12:47:08.846554,2025-05-01T12:47:26.973149,18.13
2,2025-05-01T12:47:29.975084,2025-05-01T12:47:47.438537,17.46
3,2025-05-01T12:47:50.439108,2025-05-01T12:48:06.612021,16.17
4,2025-05-01T12:48:09.614276,2025-05-01T12:48:28.871566,19.26
5,2025-05-01T12:48:31.874290,2025-05-01T12:48:49.944175,18.07
6,2025-05-01T12:48:52.947108,2025-05-01T12:49:09.576963,16.63
7,2025-05-01T12:49:12.578283,2025-05-01T12:49:30.891661,18.31
8,2025-05-01T12:49:33.893914,2025-05-01T12:49:49.805460,15.91
9,2025-05-01T12:49:52.806270,2025-05-01T12:50:11.489183,18.68
10,2025-05-01T12:50:14.491971,2025-05-01T12:50:31.804028,17.31
11,2025-05-01T12:50:34.806250,2025-05-01T12:50:51.429757,16.62
12,2025-05-01T12:50:54.430260,2025-05-01T12:51:11.563947,17.13
13,2025-05-01T12:51:14.564274,2025-05-01T12:51:33.098090,18.53
14,2025-05-01T12:51:36.098463,2025-05-01T12:51:52.092553,15.99
15,2025-05-01T12:51:55.093500,2025-05-01T12:52:11.781152,16.69
16,2025-05-01T12:52:14.782238,2025-05-01T12:52:32.729321,17.95
17,2025-05-01T12:52:35.730329,2025-05-01T12:52:54.250911,18.52
18,2025-05-01T12:52:57.251729,2025-05-01T12:53:16.050389,18.8
19,2025-05-01T12:53:19.050742,2025-05-01T12:53:38.405252,19.35
20,2025-05-01T12:53:41.406279,2025-05-01T12:53:57.716774,16.31
