iteration,start_time,end_time,duration
1,2025-04-29T16:52:46.485324,2025-04-29T16:52:48.812614,2.33
2,2025-04-29T16:52:53.814239,2025-04-29T16:52:56.066542,2.25
3,2025-04-29T16:53:01.071698,2025-04-29T16:53:09.541610,8.47
4,2025-04-29T16:53:14.541830,2025-04-29T16:53:23.244408,8.7
5,2025-04-29T16:53:28.246256,2025-04-29T16:53:37.989967,9.74
6,2025-04-29T16:53:42.990248,2025-04-29T16:53:47.310091,4.32
7,2025-04-29T16:53:52.310360,2025-04-29T16:54:02.749871,10.44
8,2025-04-29T16:54:07.750021,2025-04-29T16:54:15.245369,7.5
9,2025-04-29T16:54:20.249026,2025-04-29T16:54:30.319638,10.07
10,2025-04-29T16:54:35.322279,2025-04-29T16:54:40.255394,4.93
11,2025-04-29T16:54:45.258272,2025-04-29T16:54:52.333462,7.08
12,2025-04-29T16:54:57.338242,2025-04-29T16:55:08.320210,10.98
13,2025-04-29T16:55:13.320491,2025-04-29T16:55:24.451366,11.13
14,2025-04-29T16:55:29.456678,2025-04-29T16:55:40.478217,11.02
15,2025-04-29T16:55:45.482237,2025-04-29T16:55:55.895457,10.41
16,2025-04-29T16:56:00.896178,2025-04-29T16:56:10.339544,9.44
17,2025-04-29T16:56:15.344866,2025-04-29T16:56:23.130634,7.79
18,2025-04-29T16:56:28.134293,2025-04-29T16:56:35.637692,7.5
19,2025-04-29T16:56:40.642248,2025-04-29T16:56:50.181729,9.54
20,2025-04-29T16:56:55.186231,2025-04-29T16:57:04.018253,8.83
