iteration,start_time,end_time,duration
1,2025-04-29T17:14:03.662630,2025-04-29T17:14:07.093744,3.43
2,2025-04-29T17:14:12.098265,2025-04-29T17:14:20.226417,8.13
3,2025-04-29T17:14:25.230267,2025-04-29T17:14:28.777636,3.55
4,2025-04-29T17:14:33.782815,2025-04-29T17:14:43.009277,9.23
5,2025-04-29T17:14:48.010279,2025-04-29T17:14:52.354367,4.34
6,2025-04-29T17:14:57.358272,2025-04-29T17:15:03.897593,6.54
7,2025-04-29T17:15:08.902261,2025-04-29T17:15:13.003313,4.1
8,2025-04-29T17:15:18.006235,2025-04-29T17:15:22.500912,4.49
9,2025-04-29T17:15:27.504558,2025-04-29T17:15:37.380322,9.88
10,2025-04-29T17:15:42.382280,2025-04-29T17:15:46.477566,4.1
11,2025-04-29T17:15:51.482681,2025-04-29T17:15:54.551694,3.07
12,2025-04-29T17:15:59.554238,2025-04-29T17:16:12.906881,13.35
13,2025-04-29T17:16:17.910255,2025-04-29T17:16:22.308793,4.4
14,2025-04-29T17:16:27.310070,2025-04-29T17:16:34.669342,7.36
15,2025-04-29T17:16:39.669651,2025-04-29T17:16:52.142863,12.47
16,2025-04-29T17:16:57.146927,2025-04-29T17:17:09.935718,12.79
17,2025-04-29T17:17:14.938268,2025-04-29T17:17:22.671510,7.73
18,2025-04-29T17:17:27.674244,2025-04-29T17:17:39.381528,11.71
19,2025-04-29T17:17:44.386252,2025-04-29T17:17:57.392670,13.01
20,2025-04-29T17:18:02.397881,2025-04-29T17:18:08.937985,6.54
