iteration,start_time,end_time,duration
1,2025-04-29T15:02:58.127475,2025-04-29T15:03:03.529165,5.4
2,2025-04-29T15:03:06.530421,2025-04-29T15:03:11.584195,5.05
3,2025-04-29T15:03:14.584399,2025-04-29T15:03:17.709395,3.12
4,2025-04-29T15:03:20.709948,2025-04-29T15:03:26.969787,6.26
5,2025-04-29T15:03:29.969945,2025-04-29T15:03:34.175228,4.21
6,2025-04-29T15:03:37.175471,2025-04-29T15:03:43.472376,6.3
7,2025-04-29T15:03:46.474253,2025-04-29T15:03:53.172152,6.7
8,2025-04-29T15:03:56.172327,2025-04-29T15:04:00.923218,4.75
9,2025-04-29T15:04:03.926243,2025-04-29T15:04:08.077483,4.15
10,2025-04-29T15:04:11.078284,2025-04-29T15:04:17.496876,6.42
11,2025-04-29T15:04:20.498250,2025-04-29T15:04:26.256228,5.76
12,2025-04-29T15:04:29.258256,2025-04-29T15:04:35.020181,5.76
13,2025-04-29T15:04:38.022524,2025-04-29T15:04:44.094065,6.07
14,2025-04-29T15:04:47.097200,2025-04-29T15:04:50.896099,3.8
15,2025-04-29T15:04:53.898267,2025-04-29T15:05:01.387636,7.49
16,2025-04-29T15:05:04.387844,2025-04-29T15:05:09.102067,4.71
17,2025-04-29T15:05:12.102389,2025-04-29T15:05:21.231445,9.13
18,2025-04-29T15:05:24.231644,2025-04-29T15:05:32.736688,8.51
19,2025-04-29T15:05:35.736911,2025-04-29T15:05:42.995642,7.26
20,2025-04-29T15:05:45.996133,2025-04-29T15:05:51.598680,5.6
