flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,4.560535714285714,2.9916019417475725,2.8674999999999997
flow2,4.471428571428572,2.8824132364810326,5.0825000000000005
flow3,4.441851851851851,3.3670244821092274,4.695
flow4,4.082678571428572,2.8985725871857255,3.5200000000000005
flow5,3.819107142857143,2.9911659919028337,9.245000000000001
flow6,3.6610714285714283,3.0241666666666664,10.2875
flow7,5.9264285714285725,4.337158999192897,15.514999999999999
flow8,13.032352941176471,10.499810606060606,15.75
flow9,4.211607142857143,3.1069814366424535,3.91
flow10,5.074181818181818,3.4360273972602733,3.13
flow11,5.066964285714286,3.511569872958257,3.9099999999999993
flow12,4.408214285714286,3.1299753289473684,5.2125
flow13,4.234107142857143,3.032186234817814,4.300000000000001
flow14,4.358035714285714,3.0247394136807815,5.0825000000000005
flow15,4.165535714285714,3.0617718446601936,5.8675
flow16,4.176785714285715,3.086171938361719,5.4725
