flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,5.233,2.571414267834793,4.347067833698031
flow2,5.4165,2.6519665809768638,4.467592997811816
flow3,5.216,2.5521544209215445,4.350328227571116
flow4,5.389,2.5409713574097132,4.337746170678337
flow5,4.5649999999999995,2.4967745952677456,4.400700218818382
flow6,4.723999999999999,2.5201618929016183,4.414048140043764
flow7,4.34825,2.5616811955168117,4.341356673960613
flow8,4.54375,2.569576587795766,4.322910284463895
flow9,4.9325,2.600615577889447,4.349496717724289
flow10,4.837000000000001,2.5243679599499367,4.325536105032823
flow11,4.8885000000000005,2.5250809464508093,4.2932166301969374
flow12,4.459999999999999,2.5225902864259027,4.4528665207877465
flow13,4.8685,2.5360398505603983,4.399321663019694
flow14,4.3375,2.581296758104738,4.4370459518599565
flow15,4.7065,2.54173100871731,4.348140043763677
flow16,4.73925,2.524164588528678,4.394814004376368
