flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,4.033157894736841,3.87036400404449,4.422344322344323
flow2,4.6284210526315785,3.91196157735086,4.557838827838828
flow3,4.545789473684209,3.913104145601618,4.4317216117216125
flow4,4.847631578947369,3.8988372093023265,4.540622710622711
flow5,4.710526315789473,3.8745702730030342,4.38025641025641
flow6,4.5171052631578945,3.8986552072800813,4.376300366300367
flow7,4.54315789473684,3.9024368048533873,4.445677655677656
flow8,4.7663157894736825,3.84763397371082,4.446923076923078
flow9,4.726578947368421,4.075176946410516,4.361208791208791
flow10,4.478421052631579,4.09247724974722,4.391978021978022
flow11,4.737894736842104,4.033983822042468,4.38981684981685
flow12,4.206052631578947,4.03825075834176,4.23912087912088
flow13,4.573947368421052,4.033478260869566,4.286446886446886
flow14,4.102631578947368,4.030899898887766,4.362747252747253
flow15,4.302894736842105,4.061900910010111,4.303919413919413
flow16,4.408421052631579,4.027259858442872,4.239047619047619
