device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,5.313625,2.5785642475651898,4.375683807439826
flow_2,4.545250000000001,2.5370485678704853,4.369753829321663
flow_3,4.7795000000000005,2.5430615432677284,4.355278993435449
flow_4,4.662937500000001,2.5458037383177565,4.394830415754924
ALL_DEVICES,4.825328125,2.5511195242552898,4.373886761487966
