flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,5.080208333333333,3.1178613627412366,3.1925
flow2,4.543541666666666,3.0997426761678546,4.62625
flow3,4.906086956521738,3.243465933135844,4.3012500000000005
flow4,4.394583333333333,3.0577514792899407,4.4975
flow5,3.859583333333333,3.1048755432635318,7.098750000000001
flow6,4.444999999999999,3.1008119826566807,8.6625
flow7,5.245,3.805830708661418,10.103750000000002
flow8,8.778205128205128,5.376386138613862,10.41625
flow9,7.012631578947371,4.645419317524581,5.56
flow10,7.046341463414634,4.622849710982659,4.694285714285714
flow11,7.431538461538461,4.881323618700668,5.213333333333333
flow12,7.632162162162162,4.8788466257668714,6.2700000000000005
flow13,4.703125,3.107883326763894,5.6625
flow14,4.308541666666667,3.1427938266719426,7.102499999999999
flow15,4.800625,3.117292077256602,6.0600000000000005
flow16,4.6850000000000005,3.1447147385103014,5.86
