flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,5.487931034482758,3.0959488448844876,4.479322033898305
flow2,5.487241379310345,3.1269033856317088,4.5152542372881355
flow3,5.595172413793103,3.1326094137076788,4.426779661016949
flow4,5.161724137931033,3.1623140495867768,4.24135593220339
flow5,4.558275862068966,3.129950495049505,4.743728813559322
flow6,4.989310344827586,3.1772029702970292,4.435932203389831
flow7,4.7348275862068965,3.133366336633663,4.135423728813559
flow8,4.88655172413793,3.1251897689768975,4.542033898305085
flow9,5.508965517241378,3.0688696369636963,4.823220338983051
flow10,5.132758620689655,3.1028960396039604,4.523389830508474
flow11,5.413448275862067,3.0851567656765675,4.479152542372882
flow12,4.747931034482757,3.062766308835673,4.611355932203391
flow13,4.629310344827586,3.1002392739273925,4.408644067796611
flow14,4.773103448275862,3.0327805280528053,4.84186440677966
flow15,5.201724137931034,3.135024752475247,4.638305084745763
flow16,4.554137931034483,3.160305280528053,4.276440677966102
