device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,4.681052631578948,3.862882804757186,4.300632411067194
flow_2,5.076743421052631,3.8780658539650625,4.278471115537849
flow_3,4.684144736842106,4.047133300297325,4.248211462450594
flow_4,4.5981907894736835,4.005525272547077,4.199975296442688
ALL_DEVICES,4.760032894736843,3.948401807891663,4.256822571374581
