flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,4.17,3.2565991902834006,4.492698412698414
flow2,5.7250000000000005,3.207716599190283,4.377380952380954
flow3,4.79,3.23002024291498,4.38515873015873
flow4,4.765,3.2083562753036436,4.3930952380952375
flow5,14.260000000000002,3.2138954195378995,4.356507936507935
flow6,10.524999999999999,3.2063036437246963,4.261428571428572
flow7,9.0425,3.2394655870445344,4.203412698412698
flow8,14.0,3.1912570965125706,4.6916666666666655
flow9,6.3725000000000005,3.247562753036437,6.0300793650793665
flow10,3.8074999999999997,3.235522267206478,5.7691269841269825
flow11,6.925000000000001,3.2310931174089066,5.909365079365081
flow12,7.4925,3.2314904819765085,5.957380952380953
flow13,6.695,3.2519310344827583,4.281904761904761
flow14,8.985,3.2596599190283397,4.252777777777779
flow15,7.56,3.212187120291616,4.319126984126984
flow16,8.755,3.2609349593495933,4.311269841269842
