flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,5.259166666666666,2.5957726692209446,4.381958333333334
flow2,5.47111111111111,2.6281538461538454,4.306958333333333
flow3,5.0619444444444435,2.610280612244898,4.325312500000001
flow4,4.886666666666667,2.6289244558258638,4.417916666666668
flow5,4.627222222222222,2.5640433673469385,4.319958333333334
flow6,5.204166666666667,2.6571675531914893,4.357874999999999
flow7,4.971944444444445,2.5507653061224485,4.367770833333333
flow8,5.040000000000001,2.6145721583652612,4.406583333333334
flow9,4.870277777777778,2.6196437994722954,4.3488125
flow10,5.1594444444444445,2.611402116402116,4.4575000000000005
flow11,4.566666666666666,2.5167357512953363,4.389770833333333
flow12,5.160833333333333,2.5269526248399488,4.390583333333335
flow13,4.45388888888889,2.5164020486555696,4.325333333333334
flow14,4.4825,2.535083014048531,4.359187500000001
flow15,4.421111111111111,2.5483652618135375,4.312479166666667
flow16,4.3838888888888885,2.539259259259259,4.282041666666667
