device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,4.807613636363636,2.693789165446559,4.358244535519125
flow_2,4.547348484848484,2.6960229918509895,4.34895150273224
flow_3,4.624185606060606,2.688383661560904,4.359149590163934
flow_4,4.362916666666666,2.6817240373395563,4.325262978142076
ALL_DEVICES,4.585516098484849,2.689979964049502,4.347902151639344
