flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,4.974375,3.8185685685685695,3.9440711462450593
flow2,4.599374999999999,3.768018018018018,4.291739130434783
flow3,4.572916666666667,3.8159559559559564,4.145494071146246
flow4,4.7908333333333335,3.837357357357358,4.081897233201581
flow5,5.907083333333333,3.942892819979188,4.195748987854252
flow6,5.577083333333332,4.033937093275487,4.280576131687242
flow7,4.793541666666667,3.7920620620620626,4.055335968379447
flow8,4.578125,3.695615615615617,4.050948616600791
flow9,4.5249999999999995,3.995275275275276,4.186837944664031
flow10,4.875208333333333,4.045865865865866,4.199604743083004
flow11,4.9906250000000005,4.034834834834835,4.1805533596837945
flow12,4.795833333333333,4.0213413413413415,4.003794466403162
flow13,4.647708333333334,3.9968768768768776,4.207786561264823
flow14,4.85625,3.975425425425426,4.075770750988142
flow15,4.65875,3.9739139139139144,4.010000000000001
flow16,4.756041666666667,3.9108708708708715,4.116798418972333
