flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,4.554605263157894,3.857443012884044,4.168478260869565
flow2,4.656447368421052,3.8471357779980186,4.431857707509882
flow3,4.708157894736843,3.8667690782953423,4.292786561264823
flow4,4.805,3.8801833498513383,4.3094071146245065
flow5,5.509605263157894,3.915383838383839,4.28916
flow6,5.252631578947367,3.967918598660484,4.331431451612903
flow7,4.764078947368421,3.8564321110009914,4.240770750988143
flow8,4.780657894736842,3.776660059464817,4.2536956521739135
flow9,4.6860526315789475,4.035748265609515,4.2846640316205535
flow10,4.618815789473684,4.080361744301288,4.288102766798419
flow11,4.889868421052632,4.038240832507434,4.2990118577075105
flow12,4.541842105263157,4.034182358771061,4.12106719367589
flow13,4.660000000000001,4.021258671952428,4.238339920948617
flow14,4.542236842105265,4.010406342913777,4.211462450592886
flow15,4.586184210526317,4.015054509415263,4.175612648221345
flow16,4.604342105263159,3.9753815659068388,4.174486166007905
