flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,4.484137931034484,3.210091059602649,4.699365079365078
flow2,4.521379310344827,3.1721357615894035,4.385714285714286
flow3,4.627931034482758,3.187690397350993,4.269523809523809
flow4,4.55103448275862,3.1798758278145693,4.319047619047619
flow5,5.522758620689655,3.1874917218543044,4.26968253968254
flow6,5.164827586206895,3.1687913907284764,4.104444444444443
flow7,5.143793103448275,3.214205298013245,4.12063492063492
flow8,5.356551724137929,3.1634800664451825,4.46920634920635
flow9,5.263103448275861,3.2228062913907283,4.418571428571429
flow10,4.492758620689654,3.1803642384105952,4.179206349206349
flow11,5.206896551724138,3.2006622516556287,4.2450793650793655
flow12,5.234827586206896,3.213935376967688,4.26952380952381
flow13,4.9065517241379295,3.143865894039735,4.137301587301587
flow14,4.685517241379309,3.174743377483444,4.285396825396825
flow15,4.557931034482758,3.1152980132450327,4.401746031746032
flow16,4.898620689655171,3.257615894039735,4.22
