device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,5.607173913043479,3.15304705157181,4.416546610169491
flow_2,4.882445652173914,3.166336857230833,4.509364406779661
flow_3,5.596032608695652,3.1219009370816604,4.494809322033898
flow_4,5.153715846994536,3.157171969224371,4.446885593220339
ALL_DEVICES,5.309842005226895,3.149614203777168,4.466901483050847
