device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,4.513749999999999,3.898566734074824,4.488131868131868
flow_2,4.634276315789474,3.88082406471183,4.412289377289378
flow_3,4.537236842105264,4.059972194135491,4.345531135531135
flow_4,4.346973684210527,4.038384732052579,4.298040293040294
ALL_DEVICES,4.508059210526316,3.969436931243681,4.385998168498169
