flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,5.095,3.2607259380097875,4.37263888888889
flow2,7.655,3.2055954323001625,4.344166666666666
flow3,5.025,3.2339314845024463,4.459305555555556
flow4,5.045,3.198833605220228,4.444444444444445
flow5,15.95,3.1896565821749796,4.4743055555555555
flow6,9.75,3.203915171288744,4.372916666666667
flow7,10.219999999999999,3.2115171288743882,4.416527777777778
flow8,10.82,3.182944535073409,4.821250000000001
flow9,2.105,3.2261663947797716,7.265555555555555
flow10,4.02,3.2513050570962476,7.003888888888889
flow11,4.04,3.2164763458401304,7.177222222222222
flow12,3.985,3.206321370309951,7.225277777777778
flow13,9.005,3.306961506961507,4.524583333333333
flow14,11.54,3.305522022838499,4.257638888888888
flow15,9.5,3.273608163265306,4.213888888888889
flow16,12.67,3.2210279605263157,4.37375
