device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,4.626250000000001,3.1294206233005646,4.433133333333333
flow_2,4.413958333333333,3.1236082689496762,4.399666666666667
flow_3,10.380666666666666,8.276047540077391,8.295290322580644
flow_4,4.8220833333333335,3.113601756954612,4.4290666666666665
ALL_DEVICES,6.0607395833333335,4.410669547320561,5.389289247311828
