flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,5.0172727272727276,2.4291541609822644,4.43436475409836
flow2,4.71060606060606,2.339345156889495,4.242069672131148
flow3,4.57,2.425760869565217,4.342561475409836
flow4,4.725454545454545,2.4640392706872367,4.305860655737705
flow5,4.191363636363637,2.451114130434782,4.330676229508197
flow6,4.587121212121212,2.4202035278154677,4.222602459016394
flow7,4.372727272727272,2.4644005449591275,4.313422131147541
flow8,4.6907575757575755,2.3931578947368415,4.531188524590164
flow9,4.494545454545454,2.4988114754098354,4.421454918032787
flow10,4.664848484848485,2.438971583220568,4.303872950819672
flow11,4.812575757575757,2.446024590163934,4.343524590163935
flow12,4.6501515151515145,2.464857530529172,4.419467213114753
flow13,4.4384848484848485,2.4445392953929534,4.354241803278688
flow14,4.5122727272727285,2.413704206241519,4.214159836065574
flow15,4.6053030303030305,2.4178532608695646,4.21954918032787
flow16,3.9477272727272728,2.4310340136054416,4.3341188524590155
