device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,5.43301724137931,3.1294302229562345,4.415677966101695
flow_2,4.7922413793103456,3.1414273927392737,4.46427966101695
flow_3,5.200775862068965,3.0799257272539715,4.609279661016949
flow_4,4.789568965517241,3.107087458745874,4.541313559322034
ALL_DEVICES,5.053900862068965,3.1144677004238384,4.507637711864407
